area_code,area_name,indicator,period,measure,unit,value,group
E08000007,Stockport,Vehicles,2013-07-01,Frequency,Vehicles,61,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2013-07-01,Frequency,Vehicles,14,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2013-07-01,Frequency,Vehicles,49,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2013-07-01,Frequency,Vehicles,36,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2013-04-01,Frequency,Vehicles,50,Ultra low emission vehicles
E08000002,Bury,Vehicles,2013-04-01,Frequency,Vehicles,15,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2013-04-01,Frequency,Vehicles,66,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2013-04-01,Frequency,Vehicles,26,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2013-04-01,Frequency,Vehicles,17,Ultra low emission vehicles
E08000006,Salford,Vehicles,2013-04-01,Frequency,Vehicles,125,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2013-04-01,Frequency,Vehicles,52,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2013-04-01,Frequency,Vehicles,14,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2013-04-01,Frequency,Vehicles,46,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2013-04-01,Frequency,Vehicles,34,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2013-01-01,Frequency,Vehicles,44,Ultra low emission vehicles
E08000002,Bury,Vehicles,2013-01-01,Frequency,Vehicles,14,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2013-01-01,Frequency,Vehicles,62,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2013-01-01,Frequency,Vehicles,25,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2013-01-01,Frequency,Vehicles,15,Ultra low emission vehicles
E08000006,Salford,Vehicles,2013-01-01,Frequency,Vehicles,94,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2013-01-01,Frequency,Vehicles,49,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2013-01-01,Frequency,Vehicles,15,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2013-01-01,Frequency,Vehicles,44,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2013-01-01,Frequency,Vehicles,34,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2012-10-01,Frequency,Vehicles,42,Ultra low emission vehicles
E08000002,Bury,Vehicles,2012-10-01,Frequency,Vehicles,13,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2012-10-01,Frequency,Vehicles,59,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2012-10-01,Frequency,Vehicles,24,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2012-10-01,Frequency,Vehicles,12,Ultra low emission vehicles
E08000006,Salford,Vehicles,2012-10-01,Frequency,Vehicles,99,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2012-10-01,Frequency,Vehicles,48,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2012-10-01,Frequency,Vehicles,14,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2012-10-01,Frequency,Vehicles,42,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2012-10-01,Frequency,Vehicles,34,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2012-07-01,Frequency,Vehicles,43,Ultra low emission vehicles
E08000002,Bury,Vehicles,2012-07-01,Frequency,Vehicles,14,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2012-07-01,Frequency,Vehicles,55,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2012-07-01,Frequency,Vehicles,22,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2012-07-01,Frequency,Vehicles,13,Ultra low emission vehicles
E08000006,Salford,Vehicles,2012-07-01,Frequency,Vehicles,98,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2012-07-01,Frequency,Vehicles,45,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2012-07-01,Frequency,Vehicles,13,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2012-07-01,Frequency,Vehicles,40,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2012-07-01,Frequency,Vehicles,36,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2012-04-01,Frequency,Vehicles,40,Ultra low emission vehicles
E08000002,Bury,Vehicles,2012-04-01,Frequency,Vehicles,13,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2012-04-01,Frequency,Vehicles,48,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2012-04-01,Frequency,Vehicles,21,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2012-04-01,Frequency,Vehicles,12,Ultra low emission vehicles
E08000006,Salford,Vehicles,2012-04-01,Frequency,Vehicles,97,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2012-04-01,Frequency,Vehicles,39,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2012-04-01,Frequency,Vehicles,17,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2012-04-01,Frequency,Vehicles,37,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2012-04-01,Frequency,Vehicles,38,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2012-01-01,Frequency,Vehicles,38,Ultra low emission vehicles
E08000002,Bury,Vehicles,2012-01-01,Frequency,Vehicles,12,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2012-01-01,Frequency,Vehicles,51,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2012-01-01,Frequency,Vehicles,19,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2012-01-01,Frequency,Vehicles,11,Ultra low emission vehicles
E08000006,Salford,Vehicles,2012-01-01,Frequency,Vehicles,89,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2012-01-01,Frequency,Vehicles,35,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2012-01-01,Frequency,Vehicles,14,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2012-01-01,Frequency,Vehicles,36,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2012-01-01,Frequency,Vehicles,36,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2011-10-01,Frequency,Vehicles,39,Ultra low emission vehicles
E08000002,Bury,Vehicles,2011-10-01,Frequency,Vehicles,13,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2011-10-01,Frequency,Vehicles,52,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2011-10-01,Frequency,Vehicles,22,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2011-10-01,Frequency,Vehicles,12,Ultra low emission vehicles
E08000006,Salford,Vehicles,2011-10-01,Frequency,Vehicles,87,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2011-10-01,Frequency,Vehicles,36,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2011-10-01,Frequency,Vehicles,11,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2011-10-01,Frequency,Vehicles,37,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2011-10-01,Frequency,Vehicles,37,Ultra low emission vehicles
