area_code,area_name,indicator,period,measure,unit,value,group
E08000009,Trafford,Vehicles,2013-10-01,Frequency,Vehicles,24,Electric vehicles
E08000010,Wigan,Vehicles,2013-10-01,Frequency,Vehicles,30,Electric vehicles
E08000001,Bolton,Vehicles,2013-07-01,Frequency,Vehicles,19,Electric vehicles
E08000002,Bury,Vehicles,2013-07-01,Frequency,Vehicles,11,Electric vehicles
E08000003,Manchester,Vehicles,2013-07-01,Frequency,Vehicles,44,Electric vehicles
E08000004,Oldham,Vehicles,2013-07-01,Frequency,Vehicles,17,Electric vehicles
E08000005,Rochdale,Vehicles,2013-07-01,Frequency,Vehicles,9,Electric vehicles
E08000006,Salford,Vehicles,2013-07-01,Frequency,Vehicles,101,Electric vehicles
E08000007,Stockport,Vehicles,2013-07-01,Frequency,Vehicles,43,Electric vehicles
E08000008,Tameside,Vehicles,2013-07-01,Frequency,Vehicles,NA,Electric vehicles
E08000009,Trafford,Vehicles,2013-07-01,Frequency,Vehicles,25,Electric vehicles
E08000010,Wigan,Vehicles,2013-07-01,Frequency,Vehicles,31,Electric vehicles
E08000001,Bolton,Vehicles,2013-04-01,Frequency,Vehicles,15,Electric vehicles
E08000002,Bury,Vehicles,2013-04-01,Frequency,Vehicles,7,Electric vehicles
E08000003,Manchester,Vehicles,2013-04-01,Frequency,Vehicles,37,Electric vehicles
E08000004,Oldham,Vehicles,2013-04-01,Frequency,Vehicles,12,Electric vehicles
E08000005,Rochdale,Vehicles,2013-04-01,Frequency,Vehicles,6,Electric vehicles
E08000006,Salford,Vehicles,2013-04-01,Frequency,Vehicles,75,Electric vehicles
E08000007,Stockport,Vehicles,2013-04-01,Frequency,Vehicles,35,Electric vehicles
E08000008,Tameside,Vehicles,2013-04-01,Frequency,Vehicles,NA,Electric vehicles
E08000009,Trafford,Vehicles,2013-04-01,Frequency,Vehicles,20,Electric vehicles
E08000010,Wigan,Vehicles,2013-04-01,Frequency,Vehicles,28,Electric vehicles
E08000001,Bolton,Vehicles,2013-01-01,Frequency,Vehicles,10,Electric vehicles
E08000002,Bury,Vehicles,2013-01-01,Frequency,Vehicles,6,Electric vehicles
E08000003,Manchester,Vehicles,2013-01-01,Frequency,Vehicles,32,Electric vehicles
E08000004,Oldham,Vehicles,2013-01-01,Frequency,Vehicles,12,Electric vehicles
E08000005,Rochdale,Vehicles,2013-01-01,Frequency,Vehicles,5,Electric vehicles
E08000006,Salford,Vehicles,2013-01-01,Frequency,Vehicles,52,Electric vehicles
E08000007,Stockport,Vehicles,2013-01-01,Frequency,Vehicles,32,Electric vehicles
E08000008,Tameside,Vehicles,2013-01-01,Frequency,Vehicles,NA,Electric vehicles
E08000009,Trafford,Vehicles,2013-01-01,Frequency,Vehicles,18,Electric vehicles
E08000010,Wigan,Vehicles,2013-01-01,Frequency,Vehicles,28,Electric vehicles
E08000001,Bolton,Vehicles,2012-10-01,Frequency,Vehicles,8,Electric vehicles
E08000002,Bury,Vehicles,2012-10-01,Frequency,Vehicles,NA,Electric vehicles
E08000003,Manchester,Vehicles,2012-10-01,Frequency,Vehicles,30,Electric vehicles
E08000004,Oldham,Vehicles,2012-10-01,Frequency,Vehicles,8,Electric vehicles
E08000005,Rochdale,Vehicles,2012-10-01,Frequency,Vehicles,NA,Electric vehicles
E08000006,Salford,Vehicles,2012-10-01,Frequency,Vehicles,54,Electric vehicles
E08000007,Stockport,Vehicles,2012-10-01,Frequency,Vehicles,29,Electric vehicles
E08000008,Tameside,Vehicles,2012-10-01,Frequency,Vehicles,NA,Electric vehicles
E08000009,Trafford,Vehicles,2012-10-01,Frequency,Vehicles,16,Electric vehicles
E08000010,Wigan,Vehicles,2012-10-01,Frequency,Vehicles,25,Electric vehicles
E08000001,Bolton,Vehicles,2012-07-01,Frequency,Vehicles,7,Electric vehicles
E08000002,Bury,Vehicles,2012-07-01,Frequency,Vehicles,5,Electric vehicles
E08000003,Manchester,Vehicles,2012-07-01,Frequency,Vehicles,26,Electric vehicles
E08000004,Oldham,Vehicles,2012-07-01,Frequency,Vehicles,8,Electric vehicles
E08000005,Rochdale,Vehicles,2012-07-01,Frequency,Vehicles,NA,Electric vehicles
E08000006,Salford,Vehicles,2012-07-01,Frequency,Vehicles,53,Electric vehicles
E08000007,Stockport,Vehicles,2012-07-01,Frequency,Vehicles,25,Electric vehicles
E08000008,Tameside,Vehicles,2012-07-01,Frequency,Vehicles,NA,Electric vehicles
E08000009,Trafford,Vehicles,2012-07-01,Frequency,Vehicles,15,Electric vehicles
E08000010,Wigan,Vehicles,2012-07-01,Frequency,Vehicles,29,Electric vehicles
E08000001,Bolton,Vehicles,2012-04-01,Frequency,Vehicles,8,Electric vehicles
E08000002,Bury,Vehicles,2012-04-01,Frequency,Vehicles,NA,Electric vehicles
E08000003,Manchester,Vehicles,2012-04-01,Frequency,Vehicles,23,Electric vehicles
E08000004,Oldham,Vehicles,2012-04-01,Frequency,Vehicles,9,Electric vehicles
E08000005,Rochdale,Vehicles,2012-04-01,Frequency,Vehicles,NA,Electric vehicles
E08000006,Salford,Vehicles,2012-04-01,Frequency,Vehicles,51,Electric vehicles
E08000007,Stockport,Vehicles,2012-04-01,Frequency,Vehicles,20,Electric vehicles
E08000008,Tameside,Vehicles,2012-04-01,Frequency,Vehicles,NA,Electric vehicles
E08000009,Trafford,Vehicles,2012-04-01,Frequency,Vehicles,13,Electric vehicles
E08000010,Wigan,Vehicles,2012-04-01,Frequency,Vehicles,29,Electric vehicles
E08000001,Bolton,Vehicles,2012-01-01,Frequency,Vehicles,6,Electric vehicles
E08000002,Bury,Vehicles,2012-01-01,Frequency,Vehicles,NA,Electric vehicles
E08000003,Manchester,Vehicles,2012-01-01,Frequency,Vehicles,23,Electric vehicles
E08000004,Oldham,Vehicles,2012-01-01,Frequency,Vehicles,7,Electric vehicles
E08000005,Rochdale,Vehicles,2012-01-01,Frequency,Vehicles,NA,Electric vehicles
E08000006,Salford,Vehicles,2012-01-01,Frequency,Vehicles,45,Electric vehicles
E08000007,Stockport,Vehicles,2012-01-01,Frequency,Vehicles,16,Electric vehicles
E08000008,Tameside,Vehicles,2012-01-01,Frequency,Vehicles,NA,Electric vehicles
E08000009,Trafford,Vehicles,2012-01-01,Frequency,Vehicles,11,Electric vehicles
E08000010,Wigan,Vehicles,2012-01-01,Frequency,Vehicles,28,Electric vehicles
E08000001,Bolton,Vehicles,2011-10-01,Frequency,Vehicles,7,Electric vehicles
E08000002,Bury,Vehicles,2011-10-01,Frequency,Vehicles,NA,Electric vehicles
E08000003,Manchester,Vehicles,2011-10-01,Frequency,Vehicles,22,Electric vehicles
E08000004,Oldham,Vehicles,2011-10-01,Frequency,Vehicles,9,Electric vehicles
E08000005,Rochdale,Vehicles,2011-10-01,Frequency,Vehicles,NA,Electric vehicles
E08000006,Salford,Vehicles,2011-10-01,Frequency,Vehicles,43,Electric vehicles
E08000007,Stockport,Vehicles,2011-10-01,Frequency,Vehicles,15,Electric vehicles
E08000008,Tameside,Vehicles,2011-10-01,Frequency,Vehicles,NA,Electric vehicles
E08000009,Trafford,Vehicles,2011-10-01,Frequency,Vehicles,10,Electric vehicles
E08000010,Wigan,Vehicles,2011-10-01,Frequency,Vehicles,29,Electric vehicles
E08000001,Bolton,Vehicles,2018-10-01,Frequency,Vehicles,362,Ultra low emission vehicles
E08000002,Bury,Vehicles,2018-10-01,Frequency,Vehicles,304,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2018-10-01,Frequency,Vehicles,495,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2018-10-01,Frequency,Vehicles,216,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2018-10-01,Frequency,Vehicles,263,Ultra low emission vehicles
E08000006,Salford,Vehicles,2018-10-01,Frequency,Vehicles,359,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2018-10-01,Frequency,Vehicles,553,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2018-10-01,Frequency,Vehicles,208,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2018-10-01,Frequency,Vehicles,477,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2018-10-01,Frequency,Vehicles,335,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2018-07-01,Frequency,Vehicles,343,Ultra low emission vehicles
E08000002,Bury,Vehicles,2018-07-01,Frequency,Vehicles,262,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2018-07-01,Frequency,Vehicles,464,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2018-07-01,Frequency,Vehicles,216,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2018-07-01,Frequency,Vehicles,246,Ultra low emission vehicles
E08000006,Salford,Vehicles,2018-07-01,Frequency,Vehicles,340,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2018-07-01,Frequency,Vehicles,511,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2018-07-01,Frequency,Vehicles,196,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2018-07-01,Frequency,Vehicles,459,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2018-07-01,Frequency,Vehicles,316,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2018-04-01,Frequency,Vehicles,330,Ultra low emission vehicles
E08000002,Bury,Vehicles,2018-04-01,Frequency,Vehicles,243,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2018-04-01,Frequency,Vehicles,437,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2018-04-01,Frequency,Vehicles,192,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2018-04-01,Frequency,Vehicles,223,Ultra low emission vehicles
E08000006,Salford,Vehicles,2018-04-01,Frequency,Vehicles,318,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2018-04-01,Frequency,Vehicles,460,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2018-04-01,Frequency,Vehicles,184,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2018-04-01,Frequency,Vehicles,413,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2018-04-01,Frequency,Vehicles,304,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2018-01-01,Frequency,Vehicles,313,Ultra low emission vehicles
E08000002,Bury,Vehicles,2018-01-01,Frequency,Vehicles,282,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2018-01-01,Frequency,Vehicles,413,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2018-01-01,Frequency,Vehicles,185,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2018-01-01,Frequency,Vehicles,207,Ultra low emission vehicles
E08000006,Salford,Vehicles,2018-01-01,Frequency,Vehicles,309,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2018-01-01,Frequency,Vehicles,429,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2018-01-01,Frequency,Vehicles,166,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2018-01-01,Frequency,Vehicles,369,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2018-01-01,Frequency,Vehicles,290,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2017-10-01,Frequency,Vehicles,270,Ultra low emission vehicles
E08000002,Bury,Vehicles,2017-10-01,Frequency,Vehicles,374,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2017-10-01,Frequency,Vehicles,380,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2017-10-01,Frequency,Vehicles,175,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2017-10-01,Frequency,Vehicles,187,Ultra low emission vehicles
E08000006,Salford,Vehicles,2017-10-01,Frequency,Vehicles,290,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2017-10-01,Frequency,Vehicles,372,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2017-10-01,Frequency,Vehicles,158,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2017-10-01,Frequency,Vehicles,342,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2017-10-01,Frequency,Vehicles,264,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2017-07-01,Frequency,Vehicles,254,Ultra low emission vehicles
E08000002,Bury,Vehicles,2017-07-01,Frequency,Vehicles,349,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2017-07-01,Frequency,Vehicles,329,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2017-07-01,Frequency,Vehicles,163,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2017-07-01,Frequency,Vehicles,182,Ultra low emission vehicles
E08000006,Salford,Vehicles,2017-07-01,Frequency,Vehicles,286,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2017-07-01,Frequency,Vehicles,354,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2017-07-01,Frequency,Vehicles,146,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2017-07-01,Frequency,Vehicles,321,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2017-07-01,Frequency,Vehicles,253,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2017-04-01,Frequency,Vehicles,240,Ultra low emission vehicles
E08000002,Bury,Vehicles,2017-04-01,Frequency,Vehicles,274,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2017-04-01,Frequency,Vehicles,305,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2017-04-01,Frequency,Vehicles,159,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2017-04-01,Frequency,Vehicles,160,Ultra low emission vehicles
E08000006,Salford,Vehicles,2017-04-01,Frequency,Vehicles,287,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2017-04-01,Frequency,Vehicles,308,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2017-04-01,Frequency,Vehicles,123,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2017-04-01,Frequency,Vehicles,284,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2017-04-01,Frequency,Vehicles,232,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2017-01-01,Frequency,Vehicles,235,Ultra low emission vehicles
E08000002,Bury,Vehicles,2017-01-01,Frequency,Vehicles,261,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2017-01-01,Frequency,Vehicles,289,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2017-01-01,Frequency,Vehicles,155,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2017-01-01,Frequency,Vehicles,142,Ultra low emission vehicles
E08000006,Salford,Vehicles,2017-01-01,Frequency,Vehicles,282,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2017-01-01,Frequency,Vehicles,269,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2017-01-01,Frequency,Vehicles,112,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2017-01-01,Frequency,Vehicles,260,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2017-01-01,Frequency,Vehicles,217,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2016-10-01,Frequency,Vehicles,203,Ultra low emission vehicles
E08000002,Bury,Vehicles,2016-10-01,Frequency,Vehicles,200,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2016-10-01,Frequency,Vehicles,261,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2016-10-01,Frequency,Vehicles,151,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2016-10-01,Frequency,Vehicles,127,Ultra low emission vehicles
E08000006,Salford,Vehicles,2016-10-01,Frequency,Vehicles,265,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2016-10-01,Frequency,Vehicles,239,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2016-10-01,Frequency,Vehicles,102,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2016-10-01,Frequency,Vehicles,226,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2016-10-01,Frequency,Vehicles,186,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2016-07-01,Frequency,Vehicles,185,Ultra low emission vehicles
E08000002,Bury,Vehicles,2016-07-01,Frequency,Vehicles,192,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2016-07-01,Frequency,Vehicles,260,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2016-07-01,Frequency,Vehicles,147,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2016-07-01,Frequency,Vehicles,123,Ultra low emission vehicles
E08000006,Salford,Vehicles,2016-07-01,Frequency,Vehicles,261,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2016-07-01,Frequency,Vehicles,221,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2016-07-01,Frequency,Vehicles,97,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2016-07-01,Frequency,Vehicles,210,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2016-07-01,Frequency,Vehicles,173,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2016-04-01,Frequency,Vehicles,172,Ultra low emission vehicles
E08000002,Bury,Vehicles,2016-04-01,Frequency,Vehicles,215,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2016-04-01,Frequency,Vehicles,238,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2016-04-01,Frequency,Vehicles,145,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2016-04-01,Frequency,Vehicles,110,Ultra low emission vehicles
E08000006,Salford,Vehicles,2016-04-01,Frequency,Vehicles,253,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2016-04-01,Frequency,Vehicles,195,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2016-04-01,Frequency,Vehicles,94,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2016-04-01,Frequency,Vehicles,229,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2016-04-01,Frequency,Vehicles,168,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2016-01-01,Frequency,Vehicles,166,Ultra low emission vehicles
E08000002,Bury,Vehicles,2016-01-01,Frequency,Vehicles,261,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2016-01-01,Frequency,Vehicles,193,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2016-01-01,Frequency,Vehicles,140,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2016-01-01,Frequency,Vehicles,97,Ultra low emission vehicles
E08000006,Salford,Vehicles,2016-01-01,Frequency,Vehicles,238,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2016-01-01,Frequency,Vehicles,186,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2016-01-01,Frequency,Vehicles,86,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2016-01-01,Frequency,Vehicles,205,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2016-01-01,Frequency,Vehicles,155,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2015-10-01,Frequency,Vehicles,144,Ultra low emission vehicles
E08000002,Bury,Vehicles,2015-10-01,Frequency,Vehicles,244,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2015-10-01,Frequency,Vehicles,168,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2015-10-01,Frequency,Vehicles,132,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2015-10-01,Frequency,Vehicles,76,Ultra low emission vehicles
E08000006,Salford,Vehicles,2015-10-01,Frequency,Vehicles,223,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2015-10-01,Frequency,Vehicles,157,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2015-10-01,Frequency,Vehicles,70,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2015-10-01,Frequency,Vehicles,168,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2015-10-01,Frequency,Vehicles,138,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2015-07-01,Frequency,Vehicles,122,Ultra low emission vehicles
E08000002,Bury,Vehicles,2015-07-01,Frequency,Vehicles,176,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2015-07-01,Frequency,Vehicles,160,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2015-07-01,Frequency,Vehicles,114,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2015-07-01,Frequency,Vehicles,66,Ultra low emission vehicles
E08000006,Salford,Vehicles,2015-07-01,Frequency,Vehicles,222,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2015-07-01,Frequency,Vehicles,147,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2015-07-01,Frequency,Vehicles,64,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2015-07-01,Frequency,Vehicles,142,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2015-07-01,Frequency,Vehicles,109,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2015-04-01,Frequency,Vehicles,102,Ultra low emission vehicles
E08000002,Bury,Vehicles,2015-04-01,Frequency,Vehicles,161,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2015-04-01,Frequency,Vehicles,142,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2015-04-01,Frequency,Vehicles,98,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2015-04-01,Frequency,Vehicles,60,Ultra low emission vehicles
E08000006,Salford,Vehicles,2015-04-01,Frequency,Vehicles,216,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2015-04-01,Frequency,Vehicles,131,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2015-04-01,Frequency,Vehicles,50,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2015-04-01,Frequency,Vehicles,120,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2015-04-01,Frequency,Vehicles,91,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2015-01-01,Frequency,Vehicles,89,Ultra low emission vehicles
E08000002,Bury,Vehicles,2015-01-01,Frequency,Vehicles,161,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2015-01-01,Frequency,Vehicles,135,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2015-01-01,Frequency,Vehicles,91,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2015-01-01,Frequency,Vehicles,47,Ultra low emission vehicles
E08000006,Salford,Vehicles,2015-01-01,Frequency,Vehicles,217,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2015-01-01,Frequency,Vehicles,119,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2015-01-01,Frequency,Vehicles,39,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2015-01-01,Frequency,Vehicles,97,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2015-01-01,Frequency,Vehicles,83,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2014-10-01,Frequency,Vehicles,80,Ultra low emission vehicles
E08000002,Bury,Vehicles,2014-10-01,Frequency,Vehicles,104,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2014-10-01,Frequency,Vehicles,118,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2014-10-01,Frequency,Vehicles,76,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2014-10-01,Frequency,Vehicles,37,Ultra low emission vehicles
E08000006,Salford,Vehicles,2014-10-01,Frequency,Vehicles,211,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2014-10-01,Frequency,Vehicles,99,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2014-10-01,Frequency,Vehicles,34,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2014-10-01,Frequency,Vehicles,78,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2014-10-01,Frequency,Vehicles,74,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2014-07-01,Frequency,Vehicles,79,Ultra low emission vehicles
E08000002,Bury,Vehicles,2014-07-01,Frequency,Vehicles,96,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2014-07-01,Frequency,Vehicles,110,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2014-07-01,Frequency,Vehicles,69,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2014-07-01,Frequency,Vehicles,33,Ultra low emission vehicles
E08000006,Salford,Vehicles,2014-07-01,Frequency,Vehicles,201,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2014-07-01,Frequency,Vehicles,84,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2014-07-01,Frequency,Vehicles,21,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2014-07-01,Frequency,Vehicles,61,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2014-07-01,Frequency,Vehicles,57,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2014-04-01,Frequency,Vehicles,71,Ultra low emission vehicles
E08000002,Bury,Vehicles,2014-04-01,Frequency,Vehicles,53,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2014-04-01,Frequency,Vehicles,97,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2014-04-01,Frequency,Vehicles,46,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2014-04-01,Frequency,Vehicles,29,Ultra low emission vehicles
E08000006,Salford,Vehicles,2014-04-01,Frequency,Vehicles,188,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2014-04-01,Frequency,Vehicles,66,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2014-04-01,Frequency,Vehicles,19,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2014-04-01,Frequency,Vehicles,56,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2014-04-01,Frequency,Vehicles,44,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2014-01-01,Frequency,Vehicles,63,Ultra low emission vehicles
E08000002,Bury,Vehicles,2014-01-01,Frequency,Vehicles,25,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2014-01-01,Frequency,Vehicles,87,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2014-01-01,Frequency,Vehicles,33,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2014-01-01,Frequency,Vehicles,22,Ultra low emission vehicles
E08000006,Salford,Vehicles,2014-01-01,Frequency,Vehicles,184,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2014-01-01,Frequency,Vehicles,61,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2014-01-01,Frequency,Vehicles,15,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2014-01-01,Frequency,Vehicles,54,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2014-01-01,Frequency,Vehicles,38,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2013-10-01,Frequency,Vehicles,58,Ultra low emission vehicles
E08000002,Bury,Vehicles,2013-10-01,Frequency,Vehicles,19,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2013-10-01,Frequency,Vehicles,72,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2013-10-01,Frequency,Vehicles,30,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2013-10-01,Frequency,Vehicles,19,Ultra low emission vehicles
E08000006,Salford,Vehicles,2013-10-01,Frequency,Vehicles,177,Ultra low emission vehicles
E08000007,Stockport,Vehicles,2013-10-01,Frequency,Vehicles,56,Ultra low emission vehicles
E08000008,Tameside,Vehicles,2013-10-01,Frequency,Vehicles,15,Ultra low emission vehicles
E08000009,Trafford,Vehicles,2013-10-01,Frequency,Vehicles,48,Ultra low emission vehicles
E08000010,Wigan,Vehicles,2013-10-01,Frequency,Vehicles,36,Ultra low emission vehicles
E08000001,Bolton,Vehicles,2013-07-01,Frequency,Vehicles,56,Ultra low emission vehicles
E08000002,Bury,Vehicles,2013-07-01,Frequency,Vehicles,17,Ultra low emission vehicles
E08000003,Manchester,Vehicles,2013-07-01,Frequency,Vehicles,72,Ultra low emission vehicles
E08000004,Oldham,Vehicles,2013-07-01,Frequency,Vehicles,29,Ultra low emission vehicles
E08000005,Rochdale,Vehicles,2013-07-01,Frequency,Vehicles,17,Ultra low emission vehicles
E08000006,Salford,Vehicles,2013-07-01,Frequency,Vehicles,163,Ultra low emission vehicles
