area_code,area_name,indicator,period,measure,unit,value
E08000009,Trafford,Median affordability ratio,2000,Ratio,House price / earnings,4.15
E08000009,Trafford,Median affordability ratio,2001,Ratio,House price / earnings,4.4
E08000009,Trafford,Median affordability ratio,2002,Ratio,House price / earnings,5.35
E08000009,Trafford,Median affordability ratio,2003,Ratio,House price / earnings,5.85
E08000009,Trafford,Median affordability ratio,2004,Ratio,House price / earnings,6.75
E08000009,Trafford,Median affordability ratio,2005,Ratio,House price / earnings,7.16
E08000009,Trafford,Median affordability ratio,2006,Ratio,House price / earnings,7.27
E08000009,Trafford,Median affordability ratio,2007,Ratio,House price / earnings,7.42
E08000009,Trafford,Median affordability ratio,2008,Ratio,House price / earnings,7.05
E08000009,Trafford,Median affordability ratio,2009,Ratio,House price / earnings,6.35
E08000009,Trafford,Median affordability ratio,2010,Ratio,House price / earnings,6.9
E08000009,Trafford,Median affordability ratio,2011,Ratio,House price / earnings,6.89
E08000009,Trafford,Median affordability ratio,2012,Ratio,House price / earnings,6.71
E08000009,Trafford,Median affordability ratio,2013,Ratio,House price / earnings,7.4
E08000009,Trafford,Median affordability ratio,2014,Ratio,House price / earnings,7.58
E08000009,Trafford,Median affordability ratio,2015,Ratio,House price / earnings,8.16
E08000009,Trafford,Median affordability ratio,2016,Ratio,House price / earnings,8.56
E08000009,Trafford,Median affordability ratio,2017,Ratio,House price / earnings,8.96
E08000009,Trafford,Median affordability ratio,2018,Ratio,House price / earnings,9.43
E11000001,Greater Manchester,Median affordability ratio,2000,Ratio,House price / earnings,3.061688868560974
E11000001,Greater Manchester,Median affordability ratio,2001,Ratio,House price / earnings,3.1575857145970923
E11000001,Greater Manchester,Median affordability ratio,2002,Ratio,House price / earnings,3.4873682538001165
E11000001,Greater Manchester,Median affordability ratio,2003,Ratio,House price / earnings,4.068544722835259
E11000001,Greater Manchester,Median affordability ratio,2004,Ratio,House price / earnings,4.854169857653179
E11000001,Greater Manchester,Median affordability ratio,2005,Ratio,House price / earnings,5.426187136076253
E11000001,Greater Manchester,Median affordability ratio,2006,Ratio,House price / earnings,5.761019348307023
E11000001,Greater Manchester,Median affordability ratio,2007,Ratio,House price / earnings,5.966135190664405
E11000001,Greater Manchester,Median affordability ratio,2008,Ratio,House price / earnings,5.803509603674449
E11000001,Greater Manchester,Median affordability ratio,2009,Ratio,House price / earnings,5.178611505155512
E11000001,Greater Manchester,Median affordability ratio,2010,Ratio,House price / earnings,5.393303011426182
E11000001,Greater Manchester,Median affordability ratio,2011,Ratio,House price / earnings,5.194339472282456
E11000001,Greater Manchester,Median affordability ratio,2012,Ratio,House price / earnings,5.170152178064109
E11000001,Greater Manchester,Median affordability ratio,2013,Ratio,House price / earnings,5.232921553468327
E11000001,Greater Manchester,Median affordability ratio,2014,Ratio,House price / earnings,5.581793164226506
E11000001,Greater Manchester,Median affordability ratio,2015,Ratio,House price / earnings,5.749204832018222
E11000001,Greater Manchester,Median affordability ratio,2016,Ratio,House price / earnings,5.87677666885984
E11000001,Greater Manchester,Median affordability ratio,2017,Ratio,House price / earnings,6.190789757761562
E11000001,Greater Manchester,Median affordability ratio,2018,Ratio,House price / earnings,6.29595222041742
E92000001,England,Median affordability ratio,2000,Ratio,House price / earnings,4.18
E92000001,England,Median affordability ratio,2001,Ratio,House price / earnings,4.5
E92000001,England,Median affordability ratio,2002,Ratio,House price / earnings,5.12
E92000001,England,Median affordability ratio,2003,Ratio,House price / earnings,5.91
E92000001,England,Median affordability ratio,2004,Ratio,House price / earnings,6.6
E92000001,England,Median affordability ratio,2005,Ratio,House price / earnings,6.79
E92000001,England,Median affordability ratio,2006,Ratio,House price / earnings,6.95
E92000001,England,Median affordability ratio,2007,Ratio,House price / earnings,7.15
E92000001,England,Median affordability ratio,2008,Ratio,House price / earnings,6.96
E92000001,England,Median affordability ratio,2009,Ratio,House price / earnings,6.39
E92000001,England,Median affordability ratio,2010,Ratio,House price / earnings,6.85
E92000001,England,Median affordability ratio,2011,Ratio,House price / earnings,6.8
E92000001,England,Median affordability ratio,2012,Ratio,House price / earnings,6.77
E92000001,England,Median affordability ratio,2013,Ratio,House price / earnings,6.76
E92000001,England,Median affordability ratio,2014,Ratio,House price / earnings,7.09
E92000001,England,Median affordability ratio,2015,Ratio,House price / earnings,7.52
E92000001,England,Median affordability ratio,2016,Ratio,House price / earnings,7.72
E92000001,England,Median affordability ratio,2017,Ratio,House price / earnings,7.91
E92000001,England,Median affordability ratio,2018,Ratio,House price / earnings,8
